batch_idx,model,acc,f1,precision,recall,bac,mcc,f1_ema
19,sgd_static,0.7795,0.7196439923712651,0.987783595113438,0.566,0.7795,0.6181907612823447,0.7059130765826351
19,sgd_adaptive,0.993,0.9930486593843099,0.9861932938856016,1.0,0.993,0.9860966422066365,0.970604397625078
19,ensemble,0.783,0.7232142857142857,0.9982394366197183,0.567,0.7829999999999999,0.6275823980786565,0.7095669803810669
20,rf,0.7145,0.6004198740377886,1.0,0.429,0.7145,0.5225652828659584,0.5875056572170406
20,xgb,0.7395,0.6482106684672518,0.997920997920998,0.48,0.7395,0.5603818856874834,0.6589620200446533
20,sgd_static,0.743,0.6596026490066225,0.9764705882352941,0.498,0.743,0.5575169132563753,0.6897044269310307
20,sgd_adaptive,0.9965,0.9965087281795512,0.9940298507462687,0.999,0.9964999999999999,0.9930124127327392,0.9796709133191437
20,ensemble,0.747,0.6626666666666666,0.994,0.497,0.747,0.5704220659593503,0.6931518705810269
21,rf,0.7445,0.6568166554734721,1.0,0.489,0.7444999999999999,0.5688820064478157,0.6117645066067917
21,xgb,0.7675,0.697462589459987,0.9981378026070763,0.536,0.7675000000000001,0.6035933913525434,0.6724372193400201
21,sgd_static,0.775,0.7126436781609196,0.9858657243816255,0.558,0.775,0.6104918889365475,0.697733164861492
21,sgd_adaptive,0.9985,0.9984992496248124,0.998998998998999,0.998,0.9984999999999999,0.9970004985003739,0.9862608310261278
21,ensemble,0.7775,0.7138263665594855,1.0,0.555,0.7775000000000001,0.6197443384031023,0.7003879441734875
22,rf,0.747,0.6613119143239625,1.0,0.494,0.747,0.572731392836095,0.6291060993078015
22,xgb,0.773,0.7063389391979301,1.0,0.546,0.773,0.612793454951921,0.6843028212902886
22,sgd_static,0.7725,0.7085201793721974,0.9857397504456328,0.553,0.7725,0.6065752343535148,0.7015086199402389
22,sgd_adaptive,0.998,0.998001998001998,0.9970059880239521,0.999,0.998,0.9960019920059761,0.9903702394676825
22,ensemble,0.7755,0.7105093488072212,1.0,0.551,0.7755000000000001,0.6166540763081577,0.7039304357952942
23,rf,0.732,0.6338797814207651,1.0,0.464,0.732,0.549621081594705,0.6307768880473388
23,xgb,0.76,0.6846254927726675,0.9980842911877394,0.521,0.76,0.5920124978310214,0.6844157563091212
23,sgd_static,0.766,0.6964980544747081,0.9907749077490775,0.537,0.766,0.5984573801310716,0.6997549220273032
23,sgd_adaptive,0.9995,0.9995002498750625,0.999000999000999,1.0,0.9995,0.9990004995003746,0.9935657431102656
23,ensemble,0.768,0.6979166666666666,1.0,0.536,0.768,0.6050786879235088,0.7018256166002745
24,rf,0.7345,0.6385296119809394,1.0,0.469,0.7344999999999999,0.5534760412901073,0.633490341424099
24,xgb,0.7645,0.6923579359895493,0.9981167608286252,0.53,0.7645,0.5989595772602299,0.6871955191972711
24,sgd_static,0.7645,0.6955397543632837,0.9835466179159049,0.538,0.7645,0.5933749412397513,0.6982796133448964
24,sgd_adaptive,0.997,0.9970089730807578,0.9940357852882704,1.0,0.997,0.9940178924830985,0.9947708735999379
24,ensemble,0.7685,0.6991552956465237,0.9981447124304267,0.538,0.7685,0.6051385149529415,0.7008910042664618
25,rf,0.7385,0.6459038591740014,1.0,0.477,0.7384999999999999,0.5596406313378746,0.6378350726365649
25,xgb,0.762,0.6876640419947506,1.0,0.524,0.762,0.5958301353032602,0.687359502176389
25,sgd_static,0.764,0.6935064935064935,0.9888888888888889,0.534,0.764,0.5946488929915477,0.6966090214014554
25,sgd_adaptive,0.9995,0.9995002498750625,0.999000999000999,1.0,0.9995,0.9990004995003746,0.9964261552962315
25,ensemble,0.767,0.6962190352020861,1.0,0.534,0.767,0.6035366436416939,0.6992558150939303
26,rf,0.7385,0.6459038591740014,1.0,0.477,0.7384999999999999,0.5596406313378746,0.6406591479246677
26,xgb,0.7675,0.697462589459987,0.9981378026070763,0.536,0.7675000000000001,0.6035933913525434,0.6908955827256483
26,sgd_static,0.7655,0.696046662346079,0.988950276243094,0.537,0.7655000000000001,0.5969869400316934,0.6964121957320737
26,sgd_adaptive,0.997,0.996993987975952,0.998995983935743,0.995,0.997,0.9940079520954253,0.9966248967341336
26,ensemble,0.7685,0.6987638256343527,1.0,0.537,0.7685,0.6058498152454501,0.6990836187830782
27,rf,0.736,0.6413043478260869,1.0,0.472,0.736,0.5557882002707591,0.6408849678901645
27,xgb,0.763,0.6893840104849279,1.0,0.526,0.763,0.5973709928685522,0.6903665324413962
27,sgd_static,0.7665,0.6992916934964585,0.9819168173598554,0.543,0.7665,0.5958409917302828,0.6974200199496083
27,sgd_adaptive,0.992,0.9919678714859438,0.9959677419354839,0.988,0.992,0.9840314895115045,0.9949949378972671
27,ensemble,0.77,0.7016861219195849,0.9981549815498155,0.541,0.77,0.607456739230787,0.6999944948808556
28,rf,0.732,0.6338797814207651,1.0,0.464,0.732,0.549621081594705,0.6384331526258747
28,xgb,0.7665,0.695368558382257,1.0,0.533,0.7665,0.6027657228980011,0.6921172415206975
28,sgd_static,0.7685,0.6999351911860013,0.994475138121547,0.54,0.7685,0.6037325551732945,0.6983003298823459
28,sgd_adaptive,0.995,0.994994994994995,0.9959919839679359,0.994,0.995,0.9900019800059401,0.994994957881472
28,ensemble,0.769,0.6996098829648895,1.0,0.538,0.769,0.606621015204346,0.6998598807102675
29,rf,0.7305,0.6310746064339493,1.0,0.461,0.7305,0.5473071890577375,0.6358576614587008
29,xgb,0.76,0.6842105263157895,1.0,0.52,0.76,0.5927489783638191,0.6893498911989797
29,sgd_static,0.766,0.6976744186046512,0.9854014598540146,0.54,0.766,0.5964005631609971,0.6980812609351528
29,sgd_adaptive,0.9985,0.9985022466300549,0.9970089730807578,1.0,0.9984999999999999,0.9970044865302841,0.9962225089434762
29,ensemble,0.7695,0.700454840805718,1.0,0.539,0.7695000000000001,0.6073922896827475,0.7000681167436752
