batch_idx,model,acc,f1,precision,recall,bac,mcc,f1_ema
0,rf,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,xgb,0.9985,0.9984992496248124,0.998998998998999,0.998,0.9984999999999999,0.9970004985003739,0.9984992496248124
0,sgd_static,0.9925,0.9925187032418953,0.9900497512437811,0.995,0.9924999999999999,0.9850123127308642,0.9925187032418953
0,sgd_adaptive,0.9925,0.9925187032418953,0.9900497512437811,0.995,0.9924999999999999,0.9850123127308642,0.9925187032418953
0,ensemble,0.995,0.995004995004995,0.9940119760479041,0.996,0.995,0.9900019800059401,0.995004995004995
1,rf,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9998249124562282
1,xgb,0.998,0.997997997997998,0.998997995991984,0.997,0.998,0.9960019920059761,0.9983238115554275
1,sgd_static,0.994,0.9940239043824701,0.9900793650793651,0.998,0.994,0.9880316175176489,0.9930455236410966
1,sgd_adaptive,0.9985,0.9985007496251874,0.998001998001998,0.999,0.9984999999999999,0.9970004985003739,0.9946124194760476
1,ensemble,0.9985,0.9984992496248124,0.998998998998999,0.998,0.9984999999999999,0.9970004985003739,0.9962279841219311
2,rf,0.999,0.998998998998999,1.0,0.998,0.999,0.998001996005988,0.999535842746198
2,xgb,0.9975,0.9974962443665498,0.9989969909729187,0.996,0.9975,0.9950044775302233,0.9980341630393204
2,sgd_static,0.997,0.997002997002997,0.9960079840319361,0.998,0.997,0.9940019880059641,0.9944306393177618
2,sgd_adaptive,0.998,0.997997997997998,0.998997995991984,0.997,0.998,0.9960019920059761,0.9957973719587303
2,ensemble,0.999,0.999,0.999,0.999,0.999,0.998,0.9971981896792553
3,rf,1.0,1.0,1.0,1.0,1.0,1.0,0.9996982977850288
3,xgb,0.9985,0.9985007496251874,0.998001998001998,0.999,0.9984999999999999,0.9970004985003739,0.998197468344374
3,sgd_static,0.995,0.9950248756218906,0.9900990099009901,1.0,0.995,0.9900495037128094,0.9946386220242069
3,sgd_adaptive,0.9985,0.9985022466300549,0.9970089730807578,1.0,0.9984999999999999,0.9970044865302841,0.996744078093694
3,ensemble,0.9995,0.9995002498750625,0.999000999000999,1.0,0.9995,0.9990004995003746,0.9980039107477878
4,rf,0.999,0.998998998998999,1.0,0.998,0.999,0.998001996005988,0.9994535432099185
4,xgb,0.9985,0.9984992496248124,0.998998998998999,0.998,0.9984999999999999,0.9970004985003739,0.9983030917925275
4,sgd_static,0.996,0.996,0.996,0.996,0.996,0.992,0.9951151043157346
4,sgd_adaptive,0.9935,0.9935226706527155,0.9900695134061569,0.997,0.9935,0.9870241823887064,0.9956165854893516
4,ensemble,0.998,0.997997997997998,0.998997995991984,0.997,0.998,0.9960019920059761,0.9980018412853615
5,rf,0.999,0.998998998998999,1.0,0.998,0.999,0.998001996005988,0.9992944527360967
5,xgb,0.999,0.998998998998999,1.0,0.998,0.999,0.998001996005988,0.9985466593147925
5,sgd_static,0.995,0.9950149551345963,0.9920477137176938,0.998,0.995,0.9900178204811544,0.9950800521023362
5,sgd_adaptive,0.9975,0.9975062344139651,0.9950248756218906,1.0,0.9975,0.995012437733208,0.9962779626129665
5,ensemble,0.999,0.999,0.999,0.999,0.999,0.998,0.998351196835485
6,rf,0.9985,0.9984977466199298,1.0,0.997,0.9984999999999999,0.9970044865302841,0.9990156055954384
6,xgb,0.9985,0.9984992496248124,0.998998998998999,0.998,0.9984999999999999,0.9970004985003739,0.9985300659232995
6,sgd_static,0.9925,0.992503748125937,0.9920079920079921,0.993,0.9924999999999999,0.9850004925003694,0.9941783457105966
6,sgd_adaptive,0.9955,0.9954841946813848,0.998992950654582,0.992,0.9955,0.991024280392308,0.996000143836913
6,ensemble,0.997,0.9969909729187563,1.0,0.994,0.997,0.9940178924830985,0.99787511846463
7,rf,0.9985,0.9984977466199298,1.0,0.997,0.9984999999999999,0.9970044865302841,0.9988343549540104
7,xgb,0.998,0.9979959919839679,1.0,0.996,0.998,0.9960079680956173,0.9983431400445335
7,sgd_static,0.994,0.994005994005994,0.9930139720558883,0.995,0.994,0.988001976005928,0.9941180226139857
7,sgd_adaptive,0.9945,0.9945082376435347,0.9930209371884346,0.996,0.9944999999999999,0.989004450530041,0.9954779766692308
7,ensemble,0.9965,0.9964982491245623,0.996996996996997,0.996,0.9964999999999999,0.9930004965003724,0.9973932141956063
8,rf,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9990672431763349
8,xgb,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.998747953485175
8,sgd_static,0.997,0.9970059880239521,0.9950199203187251,0.999,0.997,0.9940079520954253,0.995128810507474
8,sgd_adaptive,0.9965,0.9964912280701754,0.9989949748743718,0.994,0.9964999999999999,0.9930124127327392,0.9958326146595615
8,ensemble,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9981305016833723
9,rf,1.0,1.0,1.0,1.0,1.0,1.0,0.9993937080646178
9,xgb,0.9975,0.9974962443665498,0.9989969909729187,0.996,0.9975,0.9950044775302233,0.9983098552936562
9,sgd_static,0.9935,0.9935162094763093,0.991044776119403,0.996,0.9935,0.9870123377313329,0.9945644001465664
9,sgd_adaptive,0.995,0.9950199203187251,0.9910714285714286,0.999,0.995,0.9900316815207211,0.9955481716402689
9,ensemble,0.998,0.997997997997998,0.998997995991984,0.997,0.998,0.9960019920059761,0.9980841253934913
10,rf,1.0,1.0,1.0,1.0,1.0,1.0,0.9996059102420016
10,xgb,0.9995,0.9995002498750625,0.999000999000999,1.0,0.9995,0.9990004995003746,0.9987264933971485
10,sgd_static,0.995,0.9950149551345963,0.9920477137176938,0.998,0.995,0.9900178204811544,0.9947220943923769
10,sgd_adaptive,0.998,0.9979959919839679,1.0,0.996,0.998,0.9960079680956173,0.9964049087605636
10,ensemble,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9985795939619976
11,rf,1.0,1.0,1.0,1.0,1.0,1.0,0.999743841657301
11,xgb,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9989971331643747
11,sgd_static,0.996,0.996011964107677,0.9930417495029821,0.999,0.996,0.9920178564821264,0.995173548792732
11,sgd_adaptive,0.9965,0.9964912280701754,0.9989949748743718,0.994,0.9964999999999999,0.9930124127327392,0.9964351205189279
11,ensemble,0.9995,0.9994997498749375,1.0,0.999,0.9995,0.9990004995003746,0.9989016485315266
12,rf,0.999,0.998998998998999,1.0,0.998,0.999,0.998001996005988,0.9994831467268954
12,xgb,0.9975,0.9974962443665498,0.9989969909729187,0.996,0.9975,0.9950044775302233,0.9984718220851361
12,sgd_static,0.994,0.9940298507462687,0.9891089108910891,0.999,0.994,0.9880494037053088,0.9947732544764699
12,sgd_adaptive,0.996,0.9960079840319361,0.9940239043824701,0.998,0.996,0.9920079360952333,0.9962856227484809
12,ensemble,0.998,0.998001998001998,0.9970059880239521,0.999,0.998,0.9960019920059761,0.9985867708461917
13,rf,0.619,0.38449111470113084,1.0,0.238,0.619,0.3675238492882968,0.7842359355178778
13,xgb,0.5875,0.30025445292620867,0.9888268156424581,0.177,0.5875,0.30651840733212316,0.7540957428795116
13,sgd_static,0.735,0.6438172043010753,0.9815573770491803,0.479,0.735,0.5471571154723811,0.8719386369150819
13,sgd_adaptive,0.617,0.37925445705024313,1.0,0.234,0.617,0.36400938347394035,0.7803247147540977
13,ensemble,0.617,0.37925445705024313,1.0,0.234,0.617,0.36400938347394035,0.7818204610176098
14,rf,0.629,0.41017488076311603,1.0,0.258,0.629,0.3848449372377997,0.6533145663537112
14,xgb,0.5835,0.286203941730934,1.0,0.167,0.5835,0.30184014657794855,0.5903336124775095
14,sgd_static,0.7395,0.6519706078824316,0.9818913480885312,0.488,0.7395,0.5542144293608612,0.7949498267536543
14,sgd_adaptive,0.9755,0.9755366949575637,0.9740777666999003,0.977,0.9755,0.9510042795288868,0.8486489078253108
14,ensemble,0.7405,0.6509751176866173,0.9938398357289527,0.484,0.7404999999999999,0.5603522650257893,0.7360245908517625
15,rf,0.6275,0.4063745019920319,1.0,0.255,0.6275,0.3822718995134132,0.5668855438271235
15,xgb,0.5815,0.2815450643776824,0.9939393939393939,0.164,0.5815,0.29622901739854246,0.48225762064257005
15,sgd_static,0.7415,0.653252850435949,0.9918533604887984,0.487,0.7415,0.561127773227686,0.7453558850424575
15,sgd_adaptive,0.996,0.996011964107677,0.9930417495029821,0.999,0.996,0.9920178564821264,0.900225977524139
15,ensemble,0.7425,0.6531986531986532,1.0,0.485,0.7424999999999999,0.5658020972047737,0.7070355126731743
16,rf,0.646,0.4528593508500773,0.9965986394557823,0.293,0.646,0.4123060170851323,0.5269763762851574
